,index,SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,gainpercentage
0,390,COMP-RE, BE, 25-Nov-2022,1.15,1.3,1.6,0.9,1.45,1.6,1.52,1581401,24.09,1370, -, -,23.076923076923077
1,578,EXCEL, EQ, 25-Nov-2022,0.25,0.25,0.3,0.2,0.3,0.3,0.28,79588347,223.92,3753, 46655591, 58.62,19.999999999999996
2,1528,PEARLPOLY, EQ, 25-Nov-2022,17.65,17.9,21.15,17.0,21.1,20.95,20.68,1632018,337.51,3371, 345736, 21.18,17.039106145251402
3,463,DEVIT, EQ, 25-Nov-2022,236.7,120.9,142.0,120.9,137.95,138.35,137.12,576001,789.8,7469, 191704, 33.28,14.43341604631926
4,2090,TIMESCAN, SM, 25-Nov-2022,117.8,123.75,141.35,119.0,141.35,140.9,133.32,140000,186.65,67, 108000, 77.14,13.858585858585865
5,1508,PANAMAPET, EQ, 25-Nov-2022,355.35,357.0,412.4,356.05,402.0,406.3,397.87,3000914,11939.68,70438, 525175, 17.50,13.809523809523814
6,179,ATALREAL, SM, 25-Nov-2022,63.0,62.75,73.75,62.0,71.5,71.15,66.25,705600,467.46,96, 355200, 50.34,13.386454183266942
7,2028,TARACHAND, SM, 25-Nov-2022,66.0,65.05,77.0,65.05,74.5,73.15,71.94,78000,56.11,29, 56000, 71.79,12.451960030745594
8,2230,VMARCIND, SM, 25-Nov-2022,55.05,54.0,62.5,53.75,60.95,60.65,58.97,189000,111.46,51, 135000, 71.43,12.314814814814811
9,515,DYNPROPP, E1, 25-Nov-2022,147.0,129.45,150.95,129.45,145.0,145.0,142.85,389,0.56,18, 103, 26.48,12.012359984550029
10,829,IBULHSGFIN, EQ, 25-Nov-2022,123.75,124.3,139.25,123.8,137.6,138.15,135.07,52110019,70384.73,152902, 10524494, 20.20,11.142397425583274
11,988,ITDC, EQ, 25-Nov-2022,337.15,365.0,404.55,355.0,404.55,404.55,387.6,1814983,7034.88,40432, 413900, 22.80,10.835616438356167
12,445,DCMFINSERV, BE, 25-Nov-2022,6.0,5.7,6.3,5.7,6.3,6.3,5.84,38209,2.23,115, -, -,10.526315789473678
13,1115,KORE, SM, 25-Nov-2022,174.35,165.65,183.05,165.65,183.05,183.05,177.32,69000,122.35,23, 39000, 56.52,10.504074856625419
14,1272,MASKINVEST, BE, 25-Nov-2022,180.7,171.7,189.7,171.7,189.65,189.7,184.01,10841,19.95,174, -, -,10.483401281304602
15,0,1018GS2026, GS, 25-Nov-2022,105.98,100.75,111.27,100.75,111.27,111.27,101.1,364,0.37,6, 340, 93.41,10.441687344913147
16,2009,SUZLONPP, E1, 25-Nov-2022,5.35,5.35,6.05,5.3,5.9,5.9,5.79,16103208,932.23,3747, 8358879, 51.91,10.280373831775714
17,1383,NATHBIOGEN, EQ, 25-Nov-2022,143.7,145.9,167.65,144.3,158.4,160.1,161.49,252107,407.14,7146, 59124, 23.45,9.732693625771068
18,316,BSL, EQ, 25-Nov-2022,205.35,205.0,236.7,200.0,224.3,224.95,225.2,762930,1718.15,17962, 122247, 16.02,9.731707317073166
19,1084,KEEPLEARN, BE, 25-Nov-2022,4.35,4.15,4.55,4.15,4.55,4.55,4.28,57845,2.48,91, -, -,9.638554216867457
20,432,DAMODARIND, EQ, 25-Nov-2022,45.8,45.4,51.55,44.6,50.45,49.7,49.48,306995,151.89,2148, 145851, 47.51,9.47136563876653
21,2114,TREJHARA, EQ, 25-Nov-2022,72.35,73.5,84.9,72.1,80.35,80.45,81.28,810560,658.83,7320, 328815, 40.57,9.455782312925173
22,588,FCSSOFT, EQ, 25-Nov-2022,2.65,2.65,2.9,2.6,2.9,2.9,2.79,8616559,240.82,4596, 4208598, 48.84,9.433962264150944
23,2277,ZENITHSTL, EQ, 25-Nov-2022,4.3,4.3,4.7,4.2,4.7,4.7,4.55,449802,20.48,705, 293884, 65.34,9.302325581395356
24,641,GEPIL, EQ, 25-Nov-2022,130.75,131.0,151.35,131.0,142.05,142.95,145.64,1099100,1600.73,13394, 227491, 20.70,9.122137404580144
