,index,SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,gainpercentage
0,1608,PREMIERPOL, EQ, 01-Dec-2022,92.1,90.65,110.5,90.65,110.5,110.4,107.72,580550,625.37,3655, 177680, 30.61,21.787093215664644
1,2272,WEIZMANIND, EQ, 01-Dec-2022,104.6,105.35,125.5,104.6,121.45,122.35,120.01,502105,602.56,7072, 96543, 19.23,16.13668723303275
2,1736,SADBHAV, EQ, 01-Dec-2022,13.95,14.0,16.5,13.95,16.1,16.1,15.61,6306500,984.15,10309, 3114658, 49.39,15.00000000000001
3,824,HPL, EQ, 01-Dec-2022,98.5,98.95,115.6,98.95,112.8,112.55,111.44,6886433,7674.24,49559, 1144750, 16.62,13.744315310763005
4,371,CHEMPLASTS, EQ, 01-Dec-2022,388.35,388.0,441.5,387.5,431.55,435.3,425.93,1924573,8197.31,41941, 391591, 20.35,12.190721649484539
5,217,AXITA, EQ, 01-Dec-2022,43.85,45.0,51.25,44.0,50.9,50.25,48.41,3140629,1520.28,16304, 1264437, 40.26,11.666666666666666
6,862,ICICIGOLD, EQ, 01-Dec-2022,46.32,42.2,47.38,42.2,46.65,46.65,46.61,240136,111.93,3140, 170417, 70.97,10.545023696682454
7,11,667GS2035, GS, 01-Dec-2022,92.35,87.85,96.96,87.85,96.96,96.96,95.3,5600,5.34,7, 4600, 82.14,10.369948776323278
8,800,HINDMOTORS, EQ, 01-Dec-2022,19.1,19.25,21.0,18.9,21.0,21.0,20.79,2061647,428.69,3244, 1540411, 74.72,9.090909090909092
9,2217,VEEKAYEM, SM, 01-Dec-2022,35.1,33.15,36.0,30.25,36.0,36.0,33.45,20000,6.69,5, 20000, 100.00,8.597285067873308
10,307,BOHRAIND, BE, 01-Dec-2022,161.95,153.9,170.0,153.9,168.45,166.65,162.69,19226,31.28,262, -, -,8.284600389863547
11,1050,JPASSOCIAT, EQ, 01-Dec-2022,9.75,9.9,10.7,9.75,10.7,10.7,10.38,36653615,3805.48,11429, 25627865, 69.92,8.08080808080807
12,1275,MARALOVER, EQ, 01-Dec-2022,62.55,64.5,73.2,63.3,69.0,69.55,69.91,538084,376.16,5512, 174815, 32.49,7.8294573643410805
13,1217,LTTS, EQ, 01-Dec-2022,3814.85,3867.95,4189.0,3856.6,4157.0,4159.75,4081.97,1904500,77741.14,119634, 375269, 19.70,7.544047880660303
14,1746,SALASAR, EQ, 01-Dec-2022,35.35,36.2,39.3,35.6,38.6,38.85,38.28,7909489,3028.06,15809, 3676378, 46.48,7.320441988950272
15,1760,SANWARIA, BZ, 01-Dec-2022,0.7,0.7,0.75,0.7,0.75,0.75,0.74,943089,6.98,440, -, -,7.1428571428571495
16,1305,MEGAFLEX, SM, 01-Dec-2022,40.7,38.75,41.9,38.75,41.45,41.5,40.94,27000,11.06,6, 21000, 77.78,7.096774193548387
17,117,AMJLAND, EQ, 01-Dec-2022,27.95,28.05,30.7,27.95,29.8,30.0,29.6,127980,37.88,817, 60177, 47.02,6.951871657754008
18,716,GREENPOWER, EQ, 01-Dec-2022,8.5,8.75,9.5,8.55,9.4,9.35,9.12,15343965,1399.62,11266, 7974798, 51.97,6.857142857142853
19,827,HUBTOWN, BE, 01-Dec-2022,56.0,55.1,58.8,55.1,58.8,58.8,58.36,346046,201.94,684, -, -,6.715063520871135
20,2155,TV18BRDCST, EQ, 01-Dec-2022,37.15,37.45,41.25,37.4,40.1,39.9,40.1,54628739,21906.6,70505, 16804607, 30.76,6.542056074766343
21,1107,KHAITANLTD, BE, 01-Dec-2022,51.15,50.0,53.7,49.2,53.25,53.25,51.89,3530,1.83,43, -, -,6.5
22,1421,NETWORK18, EQ, 01-Dec-2022,68.05,68.95,76.2,68.4,73.4,73.4,74.46,14082737,10486.61,43904, 2195613, 15.59,6.453952139231331
23,472,DHANBANK, EQ, 01-Dec-2022,16.25,16.45,17.85,16.25,17.6,17.5,17.07,8958954,1529.45,8466, 4197071, 46.85,6.3829787234042605
24,1290,MAXVIL, EQ, 01-Dec-2022,161.35,162.0,174.2,162.0,171.5,172.25,168.36,122116,205.6,2655, 69833, 57.19,6.327160493827161
