,index,SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,gainpercentage
0,806,HLVLTD, EQ, 30-Nov-2022,11.0,11.1,13.2,10.9,13.2,13.2,12.61,5104295,643.42,4403, 2779928, 54.46,18.918918918918916
1,1140,KRIDHANINF, EQ, 30-Nov-2022,3.4,3.45,4.05,3.35,4.05,4.05,3.91,719007,28.11,450, 406931, 56.60,17.391304347826075
2,853,ICICIFIN, EQ, 30-Nov-2022,17.05,17.5,20.46,17.5,20.46,20.46,20.29,32093,6.51,203, 29344, 91.43,16.914285714285718
3,2034,TARMAT, EQ, 30-Nov-2022,48.95,50.75,58.7,50.0,58.7,58.7,57.6,666367,383.85,4818, 181059, 27.17,15.665024630541877
4,1628,RAJMET, EQ, 30-Nov-2022,266.85,27.9,32.0,26.95,32.0,32.0,31.13,2394249,745.23,4303, 614508, 25.67,14.69534050179212
5,420,CUBEXTUB, EQ, 30-Nov-2022,29.55,29.8,34.9,29.25,34.2,33.95,33.23,484923,161.16,2698, 160725, 33.14,13.926174496644302
6,274,BHANDARI, EQ, 30-Nov-2022,5.55,5.85,6.65,5.6,6.65,6.65,6.4,6242220,399.51,5342, 2931295, 46.96,13.675213675213687
7,1189,LIKHITHA, EQ, 30-Nov-2022,406.45,417.0,482.0,386.0,473.3,469.75,440.9,3939843,17370.66,67492, 1303214, 33.08,12.64988009592326
8,1893,SIMPLEXINF, EQ, 30-Nov-2022,54.8,54.0,60.25,54.0,60.25,60.25,59.63,230689,137.56,1101, 95590, 41.44,11.574074074074074
9,1170,LATTEYS, SM, 30-Nov-2022,49.75,47.3,52.2,47.3,52.2,52.2,49.64,85000,42.2,16, 65000, 76.47,10.359408033826652
10,985,ISGEC, EQ, 30-Nov-2022,472.35,472.0,535.0,471.1,533.55,519.65,510.09,236803,1207.9,8730, 137263, 57.97,10.095338983050842
11,2026,TAJGVK, EQ, 30-Nov-2022,202.9,202.9,225.45,202.3,223.0,223.2,219.19,2093140,4587.87,27340, 483688, 23.11,10.004928536224734
12,1967,STCINDIA, EQ, 30-Nov-2022,95.85,96.45,113.7,95.85,104.1,105.9,107.55,3877007,4169.58,38075, 519232, 13.39,9.797822706065322
13,1731,SALASAR, EQ, 30-Nov-2022,32.4,32.25,36.0,32.1,35.4,35.35,34.43,3823676,1316.32,8030, 2200749, 57.56,9.612403100775198
14,381,CMRSL, SM, 30-Nov-2022,255.0,249.9,273.0,249.9,273.0,273.0,264.76,5600,14.83,7, 5600, 100.00,9.243697478991594
15,442,DCM, EQ, 30-Nov-2022,84.85,85.5,93.3,85.5,93.3,93.3,91.33,645434,589.45,5753, 352626, 54.63,9.122807017543856
16,1679,RICOAUTO, EQ, 30-Nov-2022,67.65,67.7,74.45,67.7,73.4,73.8,71.8,5952217,4273.84,24576, 2116254, 35.55,9.010339734121114
17,377,CLOUD, SM, 30-Nov-2022,607.0,585.1,637.35,576.65,637.35,637.35,595.08,135000,803.35,81, 95000, 70.37,8.930097419244573
18,2187,VBL, EQ, 30-Nov-2022,1146.15,1151.0,1324.0,1151.0,1310.0,1249.75,1240.06,35107723,435357.02,252606, 21801490, 62.10,8.579496090356212
19,679,GOCOLORS, EQ, 30-Nov-2022,1127.7,1127.0,1353.2,1123.6,1272.0,1222.6,1190.38,237805,2830.77,15532, 78629, 33.06,8.482697426796799
20,821,HUDCO, EQ, 30-Nov-2022,48.75,49.15,55.2,49.0,53.1,53.3,53.61,80235507,43011.74,124699, 14725116, 18.35,8.443540183112917
21,1364,MUKANDLTD, EQ, 30-Nov-2022,103.4,103.45,118.0,101.65,112.75,112.05,112.17,434287,487.15,5766, 161256, 37.13,8.313194780086992
22,1727,SAKAR, EQ, 30-Nov-2022,246.35,250.0,270.95,247.6,270.8,270.15,266.53,156074,415.98,1913, 95823, 61.40,8.059999999999992
23,1346,MORARJEE, EQ, 30-Nov-2022,20.85,21.2,22.9,20.2,22.9,22.9,22.37,128574,28.76,675, 62976, 48.98,8.0188679245283
24,519,DYNPROPP, E1, 30-Nov-2022,150.0,138.95,154.0,138.45,150.0,150.05,146.44,2320,3.4,68, 866, 37.33,7.988485066570726
